COG,Municipality,Year,Real.Estate.Taxes,Occupation.Taxes,Residence.Taxes,Regional.Asset.District.Sales.Tax,Per.Capita.Taxes,Real.Estate.Transfer.Taxes,Earned.Income.Taxes,Business.Gross.Receipts.Taxes,Occupation.Taxes.Act.511,Local.Services.Tax,Amusement.Admission.Taxes,Mechanical.Device.Taxes,Other.Taxes.1,Other.Taxes.2,Total.Taxes,A.O.Licenses.Permits,Cable.TV.Franchise.Fees,Fines.and.Forfeits,Interest.Earnings,Rents.and.Royalties,Federal.Grant.Highway.n.Streets,Federal.Grant.Community.Dev,A.O.Federal.Op.Grants,Federal.Revenue.National.Forest,A.O.Federal.Revenue,Federal.Payments.in.Lieu.of.Taxes,PA.Grant.Highways.and.Streets,PA.Grant.Community.Dev,PA.Recycling.Act.101.Revenue,A.O.State.Operating.Grants,PURTA.Revenue,MV.Fuel.Tax.n.State.Road,Alcoholic.Beverage.Licenses,Pension.System.State.Aid,Foreign.Fire.Insurance.Tax,Local.Gaming.Proceeds,Marcellus.Shale.Impact.Fee,A.O.State.Revenues,PA.Payments.in.Lieu.of.Taxes,Local.Grant.Highways.and.Streets,A.O.Local.Capital.and.Operating.Grants,Payments.for.Contracted.Services,Local.Payments.in.Lieu.of.Taxes,Charges.General.Government,Charges.Public.Safety,Charges.Parking,A.O.Charges.Highway.n.Street,Charges.Wastewater.Sewage,Charges.Solid.Waste,Host.Benefit.Fee.for.Waste.Facility,A.O.Charges.for.Sanitation,Charges.Health.Services,Charges.Human.Services,Charges.Culture.and.Recreation,Charges.Airports,Charges.Bars,Charges.Cemeteries,Charges.Electric.System,Charges.Gas.System,Charges.Housing.System,Charges.Markets,Charges.Transit.Systems,Charges.Water.Systems,A.O.Charges.for.Service,Special.Assessments,Escheats,Donations.Private.Sectors,Fiduciary.Fund.Pension.Contributions,A.O.Unclassified.Operating.Revenues,Proceeds.of.General.Fixed.Asset,Interfund.Operating.Transfers.Revenue,Proceeds.of.General.Long.Term.Debt,Proceeds.of.Short.Term.Debt,Refunds.of.Prior.Year.Expenditures,Total.Revenue,Legislative.Body.Expend,Manager.or.Mayor,Auditing.Services.Financial.Admin,Tax.Collection.Expend,Solicitor.Legal.Services.Expend,Secretary.Clerk,Other.Gen.Gov.Admin,IT.and.Data,Engineering.Services,General.Government.Buildings.n.Plant,Police,Fire,Ambulance.and.Rescue,UCC.and.Code.Enforcement,Planning.and.Zoning,Emergency.Management.n.Communications,Militia.and.Armories,Exam.of.Licensed.Occupations,Public.Scales.Weights.Measures,Other.Public.Safety,Total.Public.Safety,Health.and.Human.Services,Recycling.Collection.and.Disposal,Garbage.Collection.and.Disposal.Expend,Weed.Control,Wastewater.Sewage.Treatment.Expend,Admin.Highway.Streets.Expend,Cleaning.of.Streets.and.Gutters,Winter.Maintenance.and.Snow.Removal,Traffic.Control.Devices,Street.Lighting,Sidewalks.and.Crosswalks,Storm.Sewers.and.Drains,Repairs.of.Tools.and.Machinery,Maintenance.n.Repairs.Roads.Bridges,Highway.Construction.and.Rebuilding.Projects,Public.Works.Enterprises.Airports,Public.Works.Enterprises.Cemeteries,Public.Works.Enterprises.Electric.System,Public.Works.Enterprises.Gas.System,Public.Works.Enterprises.Markets,Public.Works.Enterprises.Parking,Public.Works.Enterprises.Flood.Control,Public.Works.Enterprises.Transit.System,Public.Works.Enterprises.Water.System,Public.Works.Enterprises.Water.Transport,Culture.Recreation.Admin.Expend,Participant.Recreation.Expend,Spectator.Recreation.Expend,Parks.Expend,Shade.Tree.Expend,Libraries.Expend,Civil.and.Military.Celebrations,Senior.Citizen.Centers,A.O.Culture.and.Recreation,Conservation.of.Natural.Resources,Community.Development.and.Housing,Economic.Development,Economic.Opportunity,A.O.Community.Development,Debt.Principal,Debt.Interest,Fiscal.Agent.Fees,Withholding.Taxes.n.Unemployment.Comp,Employer.Judgments.and.Losses,Pension.Retirement.Fund.Contributions,Worker.Compensation.Insurance,Other.Group.Insurance.Benefits,Insurance.Casualty.and.Surety,Fiduciary.Fund.Benefits.and.Refunds,A.O.Unclassified.Expenditures,Refund.of.Prior.Year.Revenues,Interfund.Operating.Transfers.Expend,A.O.Financing.Uses,Total.Expenditure,sum.code.enf,per.it.data,per.code.enf
QUAKER VALLEY,LEET TWP,2009,623406,0,0,33644,0,12256,222438,0,0,18101,0,300,0,0,910145,0,17336,13264,340,300,0,0,0,0,0,0,0,0,0,0,1237,0,0,43792,9584,200,0,0,0,0,0,0,0,3150,2770,0,3374,0,115069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,4192,0,40000,0,0,0,1523397,11312,0,0,21493,23390,98290,0,0,0,14796,453557,63996,14112,6808,0,1409,0,0,0,0,539882,0,0,109255,0,454,222630,0,10757,0,0,0,3048,0,28137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,0,0,0,0,0,3626,0,0,0,0,0,0,0,0,0,0,0,8771,0,5983,5738,50500,0,1247954,6808,0,0.546
QUAKER VALLEY,LEET TWP,2010,631659,0,0,33132,0,22004,208211,0,0,20515,0,300,0,0,915821,0,26700,8122,370,200,0,0,0,0,0,0,0,0,0,0,1308,0,400,45288,10787,0,0,0,123,0,0,0,0,3965,5678,0,4768,0,104745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,40000,0,0,5379,1486749,9906,78206,200,21326,15070,15531,8214,0,0,18366,447106,66702,14112,2483,0,1585,0,0,0,0,531988,0,0,111493,0,545,229753,0,17279,0,0,0,3664,0,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5741,0,0,0,0,0,0,3666,0,0,0,0,0,0,0,0,0,0,0,9979,0,6718,7629,55000,0,1242102,2483,0,0.2
QUAKER VALLEY,LEET TWP,2011,644199,0,0,34680,0,13646,214522,0,0,20606,0,300,0,0,927953,0,28454,12377,214,0,0,0,0,0,0,0,0,0,0,0,1284,0,200,50154,16548,0,0,0,2397,0,0,0,0,2680,7589,0,3950,0,120004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379,0,0,0,0,993,1351016,9919,77238,4900,19253,17777,11386,13715,0,0,15362,433930,71143,13072,4141,0,1315,0,0,0,0,523601,0,0,124593,0,0,210322,0,13437,0,0,0,2318,13915,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9677,0,2101,11321,92114,0,1317646,4141,0,0.314
QUAKER VALLEY,LEET TWP,2012,629565,0,0,39966,0,22449,251604,0,0,21615,0,300,0,0,965499,400,31612,8880,9,0,0,0,0,0,0,0,3492,0,0,0,1270,0,200,42913,9370,0,37,0,0,0,0,0,0,5145,1878,0,0,0,4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,93000,0,0,5232,1554686,7500,92931,4248,15294,17033,2073,17022,450,29014,16564,454313,65589,13072,0,2081,1079,0,0,0,0,536134,0,0,3605,0,0,211858,0,9002,0,0,0,3585,21156,57476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,20795,0,0,0,2547,10284,0,1652,1048,111300,0,1351336,2081,0.033,0.154
QUAKER VALLEY,LEET TWP,2013,679896,0,0,38889,0,18847,229367,0,0,17881,0,300,0,0,985180,8915,30185,7688,46,0,0,0,0,0,0,0,3626,0,0,0,1224,0,200,46612,10522,0,68,0,0,0,0,0,0,3450,90,0,617,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11733,0,0,0,0,0,0,15000,0,0,228,1541706,10000,73270,4115,14000,16841,0,17547,0,0,13251,422844,65047,13072,7737,0,1820,0,0,0,3590,514110,0,0,3921,0,388,204366,0,13791,0,0,0,0,0,4085,0,0,0,0,0,0,0,9688,0,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,2971,0,0,0,41224,0,0,0,88730,11000,0,500,4679,15000,0,1159702,7737,0,0.667
QUAKER VALLEY,LEET TWP,2014,607829,0,0,44452,0,17427,261796,0,0,23077,0,300,0,0,954881,7805,34829,5337,118,670,0,0,0,0,0,0,331,0,0,0,1198,0,200,46472,9948,0,94,0,0,0,0,0,0,3245,180,0,7320,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,5531,700,3633,0,175000,30,1516168,10288,76579,12787,14358,25457,0,23350,0,0,14940,409385,60448,13072,4414,0,544,0,0,0,4060,491923,0,0,1660,0,0,210946,0,0,0,0,0,0,0,4990,17006,0,0,0,0,0,0,28745,0,0,0,8042,0,0,0,0,0,0,0,0,0,0,0,0,1122,150000,1082,0,51861,8358,0,0,90146,11996,0,2986,3040,15000,0,1470401,4414,0,0.3
QUAKER VALLEY,LEET TWP,2015,696231,0,0,45249,0,61427,266150,0,0,24291,0,300,0,0,1093648,5305,35281,7138,74,1660,0,0,0,0,0,0,339,0,0,0,1059,0,200,47050,10136,0,180,0,0,0,0,0,0,5250,30,0,8290,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,6900,3307,25000,150000,0,1576598,12293,74073,5100,14520,16219,0,27497,0,0,35593,402153,60342,13072,3041,7632,351,0,0,0,4113,490704,0,0,3180,0,736,239853,0,18165,0,0,0,0,0,6529,0,0,0,0,0,0,0,5546,0,0,0,14780,0,0,0,0,0,0,0,0,0,0,0,0,0,225400,1596,0,57959,0,0,0,95518,16037,0,3120,6301,60683,0,1569329,10673,0,0.68
QUAKER VALLEY,LEET TWP,2016,712490,0,0,45006,0,38414,270534,0,0,22517,0,300,0,0,1089261,20993,36437,7777,220,620,0,0,0,0,0,0,604,0,0,0,1178,0,200,33103,10056,0,186,0,0,0,0,0,0,4160,245,0,5942,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,8932,177262,0,191102,0,1814926,12122,80122,5087,14971,15831,0,37464,0,0,17964,359546,185449,11438,11597,1332,224,0,0,0,4000,573586,0,0,3124,0,199,255529,0,12995,0,0,0,0,0,181,165468,0,0,0,0,0,0,2889,0,0,0,16348,0,0,0,0,0,0,0,0,0,0,0,0,0,214546,8316,0,53117,0,0,0,93799,15097,0,4993,2121,10979,0,1974794,12929,0,0.655
QUAKER VALLEY,LEET TWP,2017,773212,0,0,47541,0,74354,264214,0,0,25866,0,300,0,0,1185487,62043,37049,6585,444,1790,0,0,0,0,0,0,0,0,615,0,1075,0,200,31992,9234,0,182,0,0,0,0,0,0,8640,100,0,6666,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,6559,0,55439,0,150000,0,2008864,12622,82187,11899,13374,22755,0,38704,0,0,13842,359449,74753,11438,37816,12595,28,0,0,0,4037,500116,0,0,1552,0,2804,243274,0,11281,0,0,0,0,0,310,162717,0,0,0,0,0,0,1780,0,0,0,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,177062,1818,0,44147,0,0,0,145721,14624,0,3441,4363,31500,0,1842090,50411,0,2.737
QUAKER VALLEY,LEET TWP,2018,763613,0,0,51099,0,25968,284709,0,0,24417,0,0,0,0,1149806,14459,35280,7380,1863,1680,0,0,0,0,0,0,0,0,430,0,1114,0,200,65581,8444,0,851,0,0,0,0,0,0,6057,255,0,7269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,0,780,0,150000,1700,1609679,12122,84033,10399,13447,20283,0,33681,0,0,13941,388168,75357,13072,8020,2176,0,0,0,0,5432,492225,0,0,1445,0,1157,246221,0,14664,0,0,0,0,0,18195,0,0,0,0,0,0,0,2139,0,0,0,20972,0,0,0,0,0,0,0,0,0,0,0,0,0,155243,2775,0,45492,0,0,0,121238,20028,0,2254,26556,115,0,1761400,10196,0,0.579
QUAKER VALLEY,LEET TWP,2019,816637,0,0,54323,0,29813,314513,0,0,25328,0,300,0,0,1240914,18283,35118,7377,2485,3120,0,0,0,0,0,0,0,0,434,0,1008,0,200,51205,9169,0,942,0,0,0,0,0,0,3883,45,0,7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,8200,180000,150000,264,2393956,12322,95703,12102,13083,26793,0,33005,0,0,249864,429187,75116,14706,12440,422,0,0,0,0,5845,537716,0,0,1692,0,133,281471,0,16416,0,1886,0,0,0,4363,0,0,0,0,0,0,0,5743,0,0,0,29483,0,0,0,0,0,0,0,0,0,0,0,0,0,162729,4937,0,52284,0,0,0,132385,16301,0,6669,4929,75000,0,1997467,12862,0,0.644
QUAKER VALLEY,LEET TWP,2020,893144,0,0,51194,0,32539,286465,0,0,23658,0,300,0,0,1287300,74123,33427,6904,798,10960,0,0,40000,0,0,0,0,0,380,0,1137,0,200,49238,9115,0,811,0,0,0,0,0,0,4412,45,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,483,0,47353,212280,150000,50,2076482,40937,56902,12302,13234,27342,0,34768,0,0,22546,466971,60088,14706,49256,0,0,0,0,0,4744,595765,0,0,4050,0,566,235468,0,9521,0,0,0,15269,0,5539,225,0,0,0,0,0,0,0,0,0,0,13894,0,0,0,0,0,0,0,0,0,0,0,0,0,340374,11915,0,52290,0,0,0,149734,16758,0,24,749,139853,337,2357583,49256,0,2.089
QUAKER VALLEY,LEETSDALE BORO,2006,923826,0,0,33876,0,13786,87805,179854,0,1350,0,7500,0,0,1247997,76414,16582,44711,3335,700,0,0,0,0,920,0,0,0,183,210668,2070,0,900,40151,0,0,0,0,9795,0,0,0,0,11694,55408,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,121,0,245617,0,2.00E+05,411,9233139,6285,1020,3500,50059,31641,47578,69158,0,133371,199275,418411,68773,0,91459,1907,0,0,0,0,0,580550,325,0,29616,0,2983,310088,0,3173,0,31362,0,0,19762,5120,170743,0,0,0,0,0,0,0,0,0,0,0,0,0,10436,0,0,0,0,0,0,0,0,0,0,223992,8464,1566,39005,0,63869,110833,0,1829,0,0,0,0,0,8207002,93366,0,1.138
QUAKER VALLEY,LEETSDALE BORO,2007,778293,0,0,35554,0,7911,76750,202691,0,171320,0,4700,0,0,1277219,28295,17254,46038,15405,450,0,0,0,0,0,0,0,0,0,0,1785,0,750,41683,0,0,0,0,16990,0,0,0,0,60731,11079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,27757,960000,3.00E+05,18346,10613305,6210,1020,5060,37526,27721,50961,210194,0,50277,25456,417585,42013,0,18877,1210,0,0,0,0,781,480466,40,0,26683,0,0,307039,0,6474,2325,29990,0,11077,28806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13649,2820,0,0,0,1000,0,0,0,0,0,305000,103269,1084,40724,0,58680,0,0,0,0,0,0,201000,0,10778199,20087,0,0.186
QUAKER VALLEY,LEETSDALE BORO,2008,856207,0,0,36942,0,4677,81954,225025,0,98637,0,5900,0,0,1309342,45750,18190,48872,9945,900,0,0,0,0,0,0,0,0,0,0,1671,0,600,41422,0,0,0,0,52382,0,0,0,0,54817,8920,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197716,0,8710,49429,101156,0,3.00E+05,436,3641764,6510,1020,4650,39597,33845,65039,220819,0,38507,213801,460374,76351,180,37161,1502,0,0,0,0,0,575568,2229,0,37844,0,0,237580,0,12692,2906,33463,0,36566,23395,6578,137857,0,0,0,0,0,0,0,0,0,0,1744,9142,0,28275,0,0,0,0,1554,0,0,0,0,0,335000,134174,3507,44647,0,64289,0,0,0,0,1795,0,691000,0,4649628,38663,0,0.832
QUAKER VALLEY,LEETSDALE BORO,2009,1005990,0,0,33840,0,7398,95420,269896,0,132406,0,4000,0,0,1548950,24576,19258,41042,1600,3875,0,0,0,0,0,0,0,0,0,0,1805,0,450,34408,0,0,0,0,22453,0,0,0,0,40228,9880,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7770,0,4171,0,30529,0,3.00E+05,44342,2369340,6360,1020,3361,57145,33781,69721,0,193905,31529,74097,437228,56653,420,19589,1941,0,0,0,0,0,515831,245,0,36646,0,0,243165,0,12405,2636,34336,0,11448,21386,12294,23065,0,0,0,0,0,0,0,0,0,0,21272,6586,0,32760,0,0,0,0,2249,0,0,0,0,0,340000,127743,1087,45565,0,65981,0,0,0,0,1959,0,0,0,2165402,21530,8.955,0.994
QUAKER VALLEY,LEETSDALE BORO,2010,944197,0,0,33858,0,3446,115317,254609,0,121513,0,6900,0,0,1479840,21028,19702,52665,1054,3225,0,0,0,0,0,0,0,0,532,0,1796,0,750,42053,10460,0,0,0,75514,0,0,0,0,27696,16509,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,31903,3.00E+05,0,41924,2343457,6210,19769,6925,46580,45304,76947,248807,0,30248,61038,490141,65454,0,475,25409,0,0,0,0,0,581479,100,0,35120,0,0,294545,0,25108,2269,34325,0,10561,0,10453,57920,0,0,0,0,0,0,0,0,0,0,27678,10835,0,18656,2422,0,0,0,12874,0,0,0,0,0,345000,125251,1337,55695,0,81423,0,0,0,0,0,0,0,0,2412478,25884,0,1.073
QUAKER VALLEY,LEETSDALE BORO,2011,956620,0,0,33110,0,5951,110583,297460,0,122524,0,5800,0,0,1532048,34766,20728,72877,398,3850,3653,0,0,0,0,0,0,0,0,1750,2039,0,750,83345,16902,0,0,0,3994,0,0,0,0,4333,11224,0,721,0,0,0,2100,0,0,7667,0,0,0,0,0,0,0,0,0,722,0,0,18371,0,10392,19144,29450,2535000,3.00E+05,27922,4900402,142770,65032,3621,25798,70027,130361,0,0,51941,41013,445800,94920,9744,105,19440,0,0,0,0,0,570009,2351,0,33760,0,2077,299376,0,14246,3183,32418,0,1784,0,1517,2784,0,0,0,0,0,0,0,0,0,0,0,15404,0,45614,220,0,0,0,11068,0,0,0,0,0,2648267,167657,93910,70756,0,83346,0,21956,0,0,1988,0,0,0,4811302,19545,0,0.406
QUAKER VALLEY,LEETSDALE BORO,2012,985045,0,0,39167,0,39021,157790,297996,0,127448,0,4825,0,0,1651292,16971,22491,42860,376,4550,0,0,0,0,0,0,0,0,744,6087,2077,0,750,50066,9640,0,42,0,0,0,0,0,0,9414,21537,0,746,5555,0,0,0,0,0,6054,0,0,0,0,0,0,0,0,0,1125,0,0,8000,0,2150,3528,31980,0,3.00E+05,84968,2444628,20308,10587,15046,87231,47202,93265,0,0,104381,39076,459520,63092,9744,22816,0,0,0,0,0,0,555172,2429,0,32784,0,172,305890,0,8993,3552,32493,0,14090,0,930,0,0,0,0,0,0,0,0,0,0,0,42374,17539,0,0,1157,0,0,0,0,0,0,0,0,0,3.00E+05,99188,797,51380,0,74712,122645,39423,1014,0,6994,0,0,26400,2317754,22816,0,0.984
QUAKER VALLEY,LEETSDALE BORO,2013,1257333,0,0,38571,0,6826,166938,293923,0,134629,0,0,0,0,1898220,19063,24273,48919,247,3560,0,0,0,0,0,0,0,0,812,5302,2221,0,750,53096,11634,0,77,0,0,0,0,0,0,4924,28851,0,760,0,0,2005,0,0,0,4968,0,0,0,0,0,0,0,0,0,0,849,750,3205,0,0,7314,30925,0,2.00E+05,28613,3111585,19439,1288,10500,41984,45774,64189,31600,2940,31878,50026,474542,71615,9744,19147,634,0,0,0,0,0,575682,718,0,29720,0,0,0,268447,18457,0,32176,5424,22864,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52328,0,0,0,0,0,0,0,0,0,0,0,0,1171,52734,30000,0,0,35282,129651,0,351,83742,505121,41332,2743977,19781,0.107,0.721
QUAKER VALLEY,LEETSDALE BORO,2014,1032573,0,0,38611,0,10861,164860,288383,0,126718,0,0,0,0,1662006,41340,25295,32298,0,4700,0,0,0,0,0,0,0,0,902,20963,2098,0,850,50345,10960,0,107,0,0,0,0,0,0,14129,35062,0,3230,0,0,322,0,0,0,5378,0,0,0,0,0,0,0,0,0,0,0,1045,2857,0,2674,0,307259,0,250000,23742,3489762,26886,2066,10500,34821,42688,93259,42057,12516,56412,38181,576685,66534,9744,30692,1241,0,0,0,0,0,684896,5513,0,19681,0,0,303333,0,14858,3141,36639,0,29212,0,223026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28932,0,0,0,0,0,0,0,0,0,0,0,0,0,59949,0,0,0,31926,120682,0,12439,8430,568329,0,3398579,31933,0.368,0.94
QUAKER VALLEY,LEETSDALE BORO,2015,1043771,0,0,38830,0,9167,170604,317622,0,135549,0,0,0,0,1715543,20498,25593,24830,1,2800,0,0,0,0,0,0,0,0,281,19345,2144,0,750,50971,10589,0,199,0,0,0,0,0,0,400,16825,0,0,0,0,0,0,0,0,6520,0,0,0,0,0,0,0,0,0,0,0,1120,10917,0,828,0,265842,0,250000,43168,3199049,25448,1550,10500,55848,65025,69161,35856,8996,17060,38816,476002,69346,9773,20282,892,0,0,0,0,0,576295,3365,0,18858,0,0,289096,0,18026,3042,34709,0,19981,0,230455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,0,0,0,0,0,0,0,0,0,0,250000,1601,0,54426,0,0,0,24401,134589,0,9075,45622,390425,0,3119222,21174,0.288,0.679
QUAKER VALLEY,LEETSDALE BORO,2016,1004372,0,0,45047,0,25846,191519,475928,0,136097,0,0,0,0,1878809,33981,25947,20947,5,3400,0,0,0,0,0,0,0,0,50,3803,2156,0,750,61245,10498,0,205,0,0,0,0,0,0,9319,14799,0,1466,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,874,4888,0,6417,8125,66387,2518293,3.00E+05,65202,8292710,27703,1612,16600,57599,54259,70163,32997,11116,89680,43224,473582,69538,8526,27701,1056,0,0,0,0,0,580403,3990,0,18639,0,0,293724,0,12718,5361,30868,0,70592,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31308,0,0,0,0,0,0,0,0,0,0,3.00E+05,1882,0,52496,0,0,0,22552,133458,0,6909,12579,2871940,0,7662672,28757,0.145,0.375
QUAKER VALLEY,LEETSDALE BORO,2017,1030324,0,0,48837,0,21645,195351,558560,0,133001,0,0,0,0,1987718,27701,26486,39183,5,2380,0,0,0,0,0,0,0,0,303,2107,2135,0,425,64236,9272,0,201,0,0,0,0,0,0,1600,26145,0,923,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,1443,4263,0,1842,900,39100,0,3.00E+05,53602,3553389,32710,1914,10999,104279,46116,60365,36014,12610,50764,55860,489827,73155,8526,21817,1250,0,0,0,0,0,594575,856,0,30078,0,0,281658,0,16485,8149,30994,0,4836,0,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27462,0,0,0,0,0,0,0,0,0,0,3.00E+05,1911,0,55571,0,0,0,6284,102031,0,1871,1943,341453,0,3000445,23067,0.42,0.769
QUAKER VALLEY,LEETSDALE BORO,2018,1019458,0,0,53739,0,17527,201803,602850,0,131167,0,0,0,0,2026544,29108,25779,35497,0,2850,0,0,0,0,0,0,0,0,396,2899,2190,0,1125,56213,8424,0,928,0,0,0,0,0,0,2550,35004,0,960,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,1050,35929,0,2284,1967,86610,0,0,53896,3099235,32890,2591,10999,104212,35675,43372,19661,13138,70616,56038,529421,71706,9744,21736,8093,0,0,0,0,0,640700,3721,0,24984,0,0,241860,0,19210,2935,33065,0,8020,0,26904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21908,0,0,0,0,0,0,0,0,0,0,0,0,0,56023,0,93287,0,113014,110029,0,6968,185,360790,0,2618099,29829,0.502,1.139
QUAKER VALLEY,LEETSDALE BORO,2019,1024076,0,0,60196,0,23960,199741,623766,0,130920,0,0,0,0,2062659,29841,25988,45326,0,2025,0,0,0,0,0,0,0,0,0,2227,1991,0,825,61446,8871,0,1031,0,0,0,0,70159,0,8300,20687,0,976,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,0,0,0,1470,3753,0,707,1150,486994,0,0,42912,3697913,33778,1573,11002,96960,32688,50699,26664,19273,93010,64951,518784,74732,10962,18380,3488,0,0,0,0,0,626346,1487,0,30436,0,0,349882,0,13268,2044,29673,25533,160802,0,294866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51872,0,0,0,0,0,0,0,0,0,0,105000,58969,550,59488,0,106376,0,120351,112365,0,17626,65772,130079,0,3396712,21868,0.567,0.644
QUAKER VALLEY,LEETSDALE BORO,2020,1029735,0,0,58988,0,20759,195448,523387,0,126937,0,0,0,0,1955254,12415,25494,26470,0,975,0,0,0,0,0,0,0,0,258,0,2113,0,750,73857,8883,0,887,0,0,0,0,0,40000,90700,4406,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,0,900,880,0,7494,14300,33016,0,0,51444,3201513,32422,1345,11402,37570,35747,55671,19124,13775,169028,55925,513733,77081,10962,9257,2219,0,0,0,0,0,613252,123,0,27735,0,0,277634,0,21175,2171,32705,0,9481,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29971,0,0,0,0,0,0,0,0,0,0,105000,57673,550,61312,0,97298,0,143458,112330,0,0,191,126616,13293,2474418,11476,0.557,0.464
STEEL RIVERS,LIBERTY BORO,2006,301823,0,0,48778,0,22353,191801,0,0,12741,0,23600,0,0,601096,3711,35781,9449,10984,0,0,0,0,0,0,0,3645,0,0,0,660,0,850,9612,0,0,0,0,12888,736,0,0,0,22409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,13851,0,0,1.00E+05,1813,1159291,21117,2292,2984,24478,12469,35346,10505,0,6829,14819,192397,98083,0,4399,0,0,0,0,0,0,294879,0,0,0,0,0,122598,450,5018,3764,0,0,0,6521,54301,0,0,0,0,0,0,0,0,0,0,0,2057,5443,0,25695,0,0,0,0,0,0,0,0,0,0,127990,6263,0,0,0,0,0,0,5290,0,0,0,13000,0,986598,4399,0,0.446
STEEL RIVERS,LIBERTY BORO,2007,288640,0,0,48979,0,12815,190988,0,0,14486,0,2000,0,0,557908,7970,38434,8320,14749,0,0,0,0,0,0,0,0,0,0,0,0,0,450,9614,0,0,0,0,28149,0,0,0,0,0,8110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,0,5129,0,230348,450000,1.00E+05,0,2142998,15356,2500,4428,24279,10821,41182,16562,0,2786,15716,198807,99464,0,1447,0,0,0,0,0,0,299718,0,0,0,0,0,95193,500,388,3651,0,0,0,12493,310938,0,0,0,0,0,0,0,0,0,0,0,1356,0,0,30236,0,0,0,0,4333,0,0,0,0,0,248799,11290,0,0,0,0,0,0,9740,0,0,0,237835,0,2106389,1447,0,0.069
STEEL RIVERS,LIBERTY BORO,2008,238193,0,0,51326,0,11971,207825,0,0,15168,0,13000,0,0,537483,6090,39869,8235,5749,0,0,0,0,0,0,0,7889,0,0,0,680,0,850,11469,0,0,0,0,32008,0,0,0,0,0,11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,0,2186,30555,618061,0,1.00E+05,0,2037254,11487,2500,2008,27066,7565,38503,22802,0,5375,21438,268873,35128,4631,0,0,0,0,0,0,0,308632,0,0,0,0,0,65171,0,22298,1627,0,0,0,17046,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,38264,0,0,0,0,0,0,0,0,0,0,185591,18615,0,1676,2013,15756,0,0,3428,0,2507,0,617999,0,2052218,0,0,0
